I,F,H,G,A,T
91,91,174,Male,28,270
138,138,106,Male,27,3
164,164,131,Male,32,65
3,3,111,Female,42,42
88,51,125,Male,44,133
174,174,121,Male,25,156
194,194,105,Female,19,61
46,46,139,Female,27,152
48,67,117,Female,21,241
15,15,137,Male,56,48
103,103,107,Male,31,56
168,168,100,Female,22,192
84,84,122,Male,33,104
117,117,128,Male,26,106
152,152,106,Female,34,244
70,70,141,Female,34,212
189,189,126,Male,26,155
5,5,129,Male,27,76
4,4,139,Male,31,129
137,137,111,Female,63,109
36,36,98,Female,35,15
11,11,143,Male,24,184
15,15,140,Male,56,43
143,143,123,Female,26,309
25,25,121,Male,36,231
18,18,136,Female,21,230
78,78,82,Male,22,278
187,187,112,Female,35,212
107,107,116,Male,35,327
110,66,81,Male,38,31
65,65,139,Male,40,210
9,9,115,Male,45,97
46,46,155,Female,27,149
86,86,144,Female,21,194
116,161,124,Female,25,139
181,181,134,Male,34,205
45,45,132,Male,48,290
122,122,124,Male,31,28
145,114,155,Male,26,22
83,83,103,Male,33,8
185,185,113,Female,36,58
30,30,122,Female,35,285
75,75,115,Female,36,274
134,134,104,Female,30,148
200,200,118,Female,28,234
138,138,124,Male,27,3
112,112,135,Male,38,257
45,56,150,Male,48,283
39,39,124,Female,20,166
199,88,111,Male,24,188
31,31,134,Female,33,201
37,37,128,Female,47,23
113,131,147,Male,33,153
106,106,90,Male,21,202
152,152,93,Male,34,243
106,106,100,Female,21,201
102,102,115,Female,23,246
37,37,132,Female,47,28
12,12,100,Female,35,158
44,44,124,Male,30,245
95,95,101,Female,39,206
46,46,116,Male,27,155
194,194,133,Female,19,56
51,51,151,Female,40,262
186,186,86,Male,28,28
101,101,124,Male,20,122
88,88,107,Female,44,136
91,91,128,Male,28,273
102,102,153,Female,23,246
46,46,112,Male,27,155
91,91,126,Male,28,270
186,186,124,Female,28,30
160,160,130,Male,29,311
120,66,129,Male,47,153
173,173,134,Male,29,148
120,120,129,Male,47,159
28,25,102,Male,17,94
142,142,113,Female,40,7
16,16,160,Male,38,208
61,61,103,Male,31,267
51,51,134,Male,40,261
122,122,142,Male,31,26
77,77,113,Male,59,62
74,74,131,Male,38,264
29,29,156,Female,30,155
139,139,133,Male,29,81
193,193,121,Female,25,25
88,88,91,Male,44,133
180,180,104,Female,20,21
32,32,99,Female,41,266
123,123,113,Male,20,299
79,43,113,Male,38,294
183,183,92,Male,25,187
144,144,105,Male,31,147
11,17,123,Male,24,185
124,124,93,Male,29,95
150,150,113,Female,23,233
79,79,129,Female,38,294
75,75,107,Female,36,272
191,191,118,Female,29,253
137,137,139,Male,63,105
108,108,145,Male,30,300
100,100,151,Male,27,52
136,136,122,Female,45,253
31,31,108,Female,33,207
2,2,121,Male,20,123
78,78,106,Female,22,284
164,164,106,Female,32,57
59,59,160,Male,39,282
160,160,104,Female,29,307
13,13,149,Female,20,288
74,74,108,Female,38,264
5,5,117,Male,27,71
164,164,146,Female,32,55
38,38,107,Female,29,38
42,42,136,Male,54,325
33,33,152,Male,36,189
44,44,159,Male,30,246
147,147,118,Female,24,222
186,186,124,Male,28,21
69,69,135,Male,39,227
189,189,99,Male,26,157
183,148,97,Male,25,186
43,43,108,Female,33,207
53,53,84,Female,46,100
170,170,121,Male,31,136
72,72,106,Male,26,281
30,30,118,Male,35,275
93,93,155,Female,59,142
24,24,155,Female,37,97
118,118,138,Female,34,237
36,36,117,Female,35,18
10,10,141,Male,26,120
77,77,125,Male,59,60
119,119,87,Male,49,38
176,176,136,Male,26,99
79,79,137,Male,38,296
131,131,90,Female,24,281
117,117,116,Male,26,105
133,133,114,Male,52,215
62,62,131,Female,44,302
167,167,96,Female,37,221
34,34,139,Male,22,198
77,77,147,Female,59,60
178,105,106,Female,53,222
181,99,147,Male,34,208
186,186,115,Male,28,25
44,44,108,Female,30,241
45,45,141,Female,48,281
76,76,123,Male,35,38
46,46,101,Female,27,150
65,65,89,Female,40,204
191,191,140,Female,29,253
106,106,100,Female,21,205
74,74,141,Male,38,257
113,113,111,Female,33,148
20,20,103,Male,37,108
138,138,116,Female,27,3
112,112,137,Male,38,261
122,122,152,Male,31,32
187,187,118,Male,35,216
24,20,118,Male,37,95
3,3,132,Male,42,43
112,112,113,Female,38,260
119,119,122,Female,49,43
90,90,98,Female,33,98
71,71,128,Female,24,283
157,157,116,Male,32,86
80,80,121,Female,36,126
195,195,116,Male,38,260
148,148,143,Female,30,83
37,37,143,Female,47,32
2,2,126,Female,20,116
109,109,121,Female,26,121
30,30,91,Male,35,283
142,142,129,Female,40,8
99,99,132,Male,31,91
186,186,124,Male,28,22
36,10,107,Female,35,17
21,21,156,Male,16,211
144,144,122,Male,31,147
91,91,134,Male,28,265
87,87,136,Female,35,213
109,109,94,Female,26,125
131,131,111,Female,24,281
109,109,118,Female,26,124
110,110,83,Male,38,41
53,53,123,Female,46,91
32,32,105,Male,41,272
22,11,132,Female,33,115
30,30,111,Male,35,290
64,64,124,Female,28,3
70,70,86,Female,34,205
181,181,129,Male,34,207
23,23,128,Female,31,299
191,191,131,Male,29,264
145,145,152,Male,26,26
129,129,134,Male,22,270
181,181,154,Male,34,203
3,3,129,Male,42,50
199,199,149,Male,24,173
176,176,144,Female,26,107
43,43,143,Female,33,217
173,173,136,Male,29,144
91,91,108,Male,28,266
7,6,146,Male,41,236
136,136,132,Female,45,253
152,152,130,Female,34,239
31,31,128,Female,33,197
87,87,119,Female,35,213
66,66,154,Male,51,227
119,119,107,Male,49,41
23,23,149,Male,31,303
176,176,83,Female,26,107
187,187,136,Female,35,219
102,102,131,Male,23,244
115,115,109,Male,30,176
77,77,116,Male,59,63
83,83,151,Female,33,4
10,24,132,Male,26,127
36,36,135,Male,35,10
110,110,132,Male,38,45
184,79,105,Female,35,275
134,134,120,Female,30,149
15,15,110,Male,56,51
15,15,125,Male,56,51
149,149,112,Male,28,273
84,84,133,Male,33,99
193,193,108,Female,25,32
4,3,113,Female,31,127
114,114,140,Male,51,302
195,195,134,Male,38,264
85,85,94,Female,20,33
137,137,158,Female,63,109
81,52,101,Male,27,281
42,42,107,Male,54,322
122,122,133,Male,31,28
46,46,132,Male,27,156
94,94,125,Male,39,167
178,178,129,Female,53,222
9,73,137,Male,45,99
29,1,127,Male,30,164
177,177,134,Male,46,24
191,191,106,Male,29,254
25,25,105,Male,36,232
110,110,134,Female,38,39
92,92,148,Male,32,80
38,38,156,Male,29,40
12,4,121,Female,35,160
192,192,160,Male,24,121
10,10,149,Male,26,119
136,136,129,Female,45,252
38,34,115,Female,29,37
166,166,94,Female,21,229
132,132,144,Male,30,334
82,82,133,Female,43,242
129,129,138,Male,22,274
118,6,105,Male,34,226
89,89,141,Female,19,164
84,84,125,Male,33,109
86,86,163,Male,21,194
4,4,101,Male,31,135
177,177,135,Male,46,28
132,132,119,Male,30,333
119,119,127,Female,49,53
136,136,62,Female,45,256
117,117,103,Female,26,105
97,97,104,Female,34,315
3,3,108,Female,42,42
105,105,114,Female,39,335
51,51,134,Male,40,264
142,142,134,Female,40,13
167,167,103,Male,37,225
148,148,166,Female,30,82
179,179,108,Female,37,254
144,144,122,Male,31,146
119,119,113,Female,49,48
40,40,116,Female,28,189
23,23,130,Male,31,301
194,194,141,Female,19,57
53,53,154,Male,46,98
69,69,71,Female,39,222
38,38,140,Female,29,40
4,4,144,Male,31,130
12,12,148,Female,35,157
124,124,89,Female,29,90
5,5,148,Male,27,80
53,53,118,Female,46,99
82,82,120,Male,43,244
122,122,127,Male,31,29
75,75,123,Female,36,270
46,46,142,Female,27,161
177,177,120,Male,46,24
90,90,100,Female,33,100
8,8,133,Female,23,115
197,197,141,Male,30,45
130,130,156,Male,32,208
190,190,122,Female,45,97
121,121,149,Male,28,208
27,27,132,Male,53,305
133,133,130,Male,52,214
174,174,141,Male,25,156
25,25,106,Female,36,230
53,53,134,Male,46,86
73,73,93,Male,39,205
120,120,153,Female,47,158
22,22,111,Female,33,117
55,13,171,Male,31,233
164,164,123,Female,32,46
87,87,113,Female,35,210
106,106,112,Male,21,206
5,5,153,Female,27,73
13,2,104,Female,20,292
13,13,114,Male,20,292
78,78,111,Female,22,287
48,48,141,Female,21,246
200,200,111,Male,28,233
112,112,92,Male,38,258
89,89,135,Female,19,160
27,27,132,Male,53,301
133,22,141,Male,52,215
140,140,163,Female,31,212
2,2,116,Male,20,114
21,21,157,Male,16,217
86,86,147,Female,21,199
94,94,125,Male,39,164
95,95,130,Male,39,209
134,134,125,Female,30,146
76,76,126,Female,35,37
190,190,138,Male,45,98
16,16,101,Male,38,214
51,51,142,Male,40,265
58,58,120,Male,30,261
2,2,116,Male,20,119
105,105,101,Female,39,331
70,70,119,Female,34,207
155,155,106,Female,42,97
165,165,121,Female,31,155
129,129,142,Male,22,273
52,52,98,Female,28,142
183,183,111,Female,25,186
47,47,155,Female,36,24
80,80,125,Male,36,130
200,200,124,Male,28,238
171,171,122,Female,37,29
103,103,122,Female,31,57
68,68,124,Male,46,302
48,64,81,Male,21,249
187,187,134,Female,35,213
76,76,155,Male,35,33
71,71,132,Female,24,276
168,168,111,Female,22,201
51,51,142,Male,40,259
170,170,97,Male,31,140
55,55,150,Male,31,223
46,46,118,Male,27,155
52,10,100,Female,28,136
144,144,145,Female,31,147
109,109,115,Female,26,120
20,20,130,Female,37,112
116,116,97,Female,25,142
45,45,133,Male,48,286
34,34,136,Male,22,194
54,54,132,Male,22,261
161,161,114,Female,39,76
36,75,113,Female,35,15
152,152,143,Male,34,248
144,155,135,Female,31,141
43,43,126,Female,33,211
69,69,113,Female,39,218
99,99,127,Female,31,96
87,87,134,Female,35,213
129,129,126,Male,22,275
198,60,98,Male,10,302
105,105,77,Female,39,333
42,42,127,Male,54,320
136,136,98,Female,45,247
16,10,153,Male,38,211
18,18,100,Male,21,237
196,196,126,Female,29,291
77,77,125,Female,59,62
25,25,83,Female,36,234
187,187,140,Male,35,217
164,102,113,Female,32,52
148,148,133,Male,30,86
71,71,119,Female,24,283
143,143,106,Female,26,302
139,139,132,Female,29,78
200,200,118,Male,28,248
152,152,121,Male,34,242
179,179,145,Female,37,255
164,164,114,Male,32,59
158,158,141,Male,33,46
52,52,124,Female,28,138
31,27,107,Female,33,201
43,43,135,Female,33,208
25,25,107,Female,36,229
38,38,131,Male,29,36
1,39,102,Female,34,84
133,133,143,Female,52,209
154,154,121,Male,35,6
173,173,142,Female,29,146
42,0,139,Female,54,327
72,72,118,Female,26,288
146,146,135,Female,29,80
122,122,115,Male,31,24
165,165,131,Male,31,147
125,125,151,Female,23,147
83,83,123,Female,33,5
79,37,113,Male,38,291
189,189,114,Male,26,152
69,69,105,Male,39,222
23,23,133,Male,31,305
39,39,78,Female,20,160
185,185,130,Female,36,54
50,50,75,Male,22,32
109,109,111,Female,26,120
64,64,125,Female,28,4
77,77,139,Female,59,67
157,157,124,Male,32,90
91,91,129,Male,28,269
25,25,143,Female,36,232
179,179,130,Male,37,252
145,145,173,Male,26,25
188,188,118,Female,37,117
104,104,140,Female,28,144
7,7,129,Male,41,245
33,33,157,Female,36,190
6,6,140,Female,48,187
130,130,147,Male,32,212
53,53,117,Male,46,95
151,151,127,Male,37,235
96,96,122,Female,39,146
118,118,122,Male,34,234
85,85,105,Female,20,35
86,86,108,Male,21,201
189,189,143,Male,26,156
180,180,121,Female,20,19
104,104,125,Male,28,142
48,33,123,Male,21,240
109,109,87,Female,26,121
81,81,156,Female,27,280
132,132,131,Male,30,334
81,81,127,Male,27,280
75,75,100,Male,36,274
19,19,110,Female,45,248
13,13,106,Female,20,290
162,162,134,Female,32,153
178,178,122,Female,53,224
135,135,125,Male,17,320
187,187,136,Male,35,216
75,75,122,Female,36,268
90,90,148,Female,33,97
154,92,127,Male,35,6
99,99,124,Female,31,87
154,154,112,Male,35,3
2,2,133,Male,20,119
26,26,90,Female,29,88
69,69,113,Male,39,225
34,34,121,Female,22,201
181,160,134,Male,34,206
183,183,115,Female,25,178
33,33,131,Female,36,183
81,81,132,Male,27,283
96,96,152,Female,39,146
149,75,125,Male,28,276
147,100,118,Male,24,229
163,173,136,Female,26,120
53,53,107,Male,46,96
113,113,114,Female,33,150
102,102,107,Male,23,243
194,194,119,Female,19,57
140,140,93,Male,31,214
13,94,131,Female,20,294
153,53,118,Male,33,83
138,138,116,Female,27,3
70,70,130,Male,34,207
182,182,115,Female,30,69
47,47,157,Male,36,21
132,132,155,Female,30,328
82,82,128,Male,43,246
7,7,145,Male,41,243
121,121,169,Male,28,212
142,142,134,Male,40,5
115,115,116,Male,30,182
82,82,123,Male,43,243
116,103,147,Male,25,139
34,34,134,Male,22,196
119,119,131,Female,49,36
110,110,125,Male,38,37
18,18,130,Male,21,236
11,11,112,Female,24,183
71,71,94,Male,24,289
103,103,139,Male,31,51
47,47,140,Male,36,29
119,119,107,Male,49,43
97,97,98,Female,34,314
12,12,122,Male,35,155
173,173,145,Male,29,154
194,194,134,Male,19,61
72,72,103,Male,26,288
155,155,131,Female,42,103
67,46,134,Female,26,81
157,157,120,Female,32,90
60,60,111,Male,32,223
54,54,120,Female,22,259
84,84,124,Male,33,104
128,128,124,Male,46,125
149,149,114,Male,28,270
121,121,155,Male,28,201
44,44,141,Male,30,244
162,162,155,Female,32,149
47,47,139,Male,36,24
90,90,130,Female,33,97
22,22,134,Female,33,113
31,31,139,Female,33,200
86,86,130,Female,21,192
88,88,129,Male,44,138
165,165,130,Female,31,147
130,130,140,Male,32,214
194,194,142,Female,19,55
182,0,102,Male,30,75
187,187,148,Male,35,214
89,89,143,Male,19,167
102,145,142,Male,23,248
194,194,135,Male,19,66
58,58,122,Female,30,263
16,16,129,Male,38,207
196,196,113,Female,29,290
13,13,118,Female,20,290
52,52,121,Female,28,142
1,1,87,Female,34,90
194,194,135,Male,19,67
92,92,122,Male,32,77
6,8,132,Female,48,190
16,16,125,Male,38,212
39,39,114,Female,20,165
87,87,87,Male,35,214
3,3,143,Male,42,39
170,170,134,Male,31,141
26,26,109,Female,29,82
52,56,95,Male,28,141
193,75,88,Male,25,30
137,137,132,Female,63,105
22,20,112,Female,33,122
9,1,161,Female,45,100
128,128,128,Female,46,129
56,56,142,Male,37,200
65,65,130,Male,40,199
194,194,120,Female,19,57
188,188,115,Female,37,116
22,22,116,Male,33,118
143,143,152,Female,26,309
57,57,96,Male,35,190
168,168,120,Male,22,193
98,69,128,Female,29,68
151,151,129,Female,37,237
181,181,132,Male,34,200
122,122,145,Female,31,32
16,0,119,Male,38,213
185,185,109,Female,36,53
57,57,91,Female,35,185
23,23,118,Male,31,299
48,48,108,Male,21,240
74,74,144,Female,38,264
191,191,104,Female,29,262
157,157,125,Male,32,89
155,155,143,Female,42,105
43,43,135,Female,33,208
104,104,131,Female,28,151
168,168,127,Female,22,200
62,47,110,Male,44,296
86,86,140,Male,21,192
90,90,123,Female,33,93
18,9,105,Female,21,235
46,46,140,Female,27,159
145,145,116,Male,26,21
2,2,127,Male,20,118
103,103,145,Male,31,57
71,71,114,Male,24,279
101,101,126,Female,20,119
64,64,116,Male,28,3
191,191,130,Female,29,254
93,93,141,Male,59,143
178,178,119,Female,53,223
78,78,99,Female,22,291
198,198,93,Male,10,296
167,167,116,Female,37,224
66,66,105,Male,51,226
195,195,125,Male,38,260
126,126,112,Male,43,174
105,105,103,Female,39,333
159,159,100,Male,52,127
43,43,137,Male,33,210
147,147,126,Male,24,220
109,109,106,Female,26,118
79,79,132,Male,38,291
156,156,124,Female,37,315
17,17,131,Female,23,95
151,151,147,Female,37,243
97,97,113,Female,34,314
52,42,114,Female,28,138
5,11,139,Male,27,76
198,198,102,Male,10,298
150,150,140,Male,23,237
62,38,129,Male,44,298
157,157,139,Male,32,93
134,134,144,Female,30,142
88,88,102,Male,44,141
169,169,135,Male,32,71
47,47,140,Female,36,21
167,167,87,Male,37,229
34,34,147,Male,22,192
148,114,151,Male,30,79
140,140,128,Female,31,216
110,110,101,Male,38,46
59,59,114,Male,39,284
190,190,117,Female,45,98
188,188,123,Female,37,108
11,11,135,Male,24,187
159,159,139,Female,52,119
35,35,149,Male,42,75
175,56,125,Male,60,315
64,64,119,Female,28,3
68,68,100,Male,46,291
106,106,113,Male,21,199
135,135,115,Female,17,318
131,131,111,Female,24,281
122,122,114,Male,31,25
187,187,141,Male,35,211
189,189,137,Male,26,157
34,34,133,Male,22,198
169,169,107,Male,32,70
2,2,110,Male,20,119
113,113,128,Female,33,154
138,138,118,Female,27,4
158,158,141,Male,33,43
14,14,132,Male,41,303
188,188,105,Female,37,118
13,13,129,Female,20,295
4,4,146,Male,31,121
21,21,127,Male,16,205
69,69,86,Female,39,224
20,20,110,Male,37,112
50,50,141,Female,22,38
134,134,116,Male,30,152
29,29,131,Male,30,160
47,47,152,Female,36,25
73,73,133,Male,39,202
83,83,138,Male,33,2
16,16,130,Male,38,218
180,180,114,Female,20,28
176,176,158,Male,26,109
44,44,134,Male,30,246
193,163,120,Female,25,33
38,51,108,Female,29,28
28,40,135,Male,17,92
113,113,116,Male,33,151
50,50,86,Female,22,41
4,62,148,Male,31,127
27,4,108,Male,53,307
116,116,82,Female,25,140
106,106,87,Male,21,194
167,167,89,Female,37,221
151,5,134,Female,37,238
52,52,91,Female,28,136
154,154,129,Female,35,10
171,171,97,Male,37,28
34,34,151,Female,22,192
67,67,143,Female,26,81
178,178,116,Female,53,215
130,130,121,Male,32,208
148,148,128,Male,30,91
47,47,130,Male,36,22
176,176,129,Male,26,108
119,119,133,Female,49,44
164,164,80,Female,32,51
182,182,163,Male,30,66
66,66,124,Female,51,223
98,98,123,Female,29,63
87,87,124,Female,35,208
41,41,142,Female,30,159
80,80,141,Male,36,130
34,34,130,Female,22,204
184,184,142,Male,35,271
192,192,128,Male,24,120
106,106,123,Female,21,203
156,156,101,Female,37,323
183,183,86,Male,25,188
149,149,95,Female,28,275
125,125,149,Male,23,150
76,76,132,Male,35,28
92,92,136,Female,32,78
24,24,151,Male,37,97
136,136,134,Male,45,255
49,49,129,Male,28,124
11,11,92,Male,24,183
164,175,147,Male,32,51
143,143,136,Male,26,305
49,49,147,Male,28,120
142,142,134,Female,40,6
83,83,117,Female,33,9
21,21,90,Male,16,208
101,101,122,Male,20,125
82,82,133,Female,43,243
151,151,103,Female,37,234
60,60,133,Male,32,223
84,84,117,Male,33,97
199,199,153,Male,24,177
101,101,136,Female,20,125
152,152,122,Female,34,239
161,161,127,Female,39,83
156,156,132,Female,37,321
89,25,154,Male,19,166
88,88,123,Male,44,134
168,168,123,Female,22,196
182,182,149,Male,30,71
124,124,98,Male,29,91
24,24,148,Male,37,95
10,10,108,Male,26,126
8,42,113,Male,23,109
173,173,139,Male,29,139
200,200,156,Female,28,239
72,72,123,Female,26,292
173,173,118,Female,29,147
54,54,107,Male,22,261
136,136,94,Female,45,247
183,183,113,Male,25,181
181,181,138,Male,34,211
148,48,152,Male,30,85
62,62,138,Male,44,298
121,194,157,Female,28,205
196,196,117,Female,29,286
75,75,108,Female,36,271
162,162,149,Female,32,147
41,41,144,Male,30,166
0,0,50,Male,43,156
18,18,163,Male,21,235
144,144,140,Male,31,147
53,53,129,Female,46,96
47,47,134,Female,36,17
108,108,112,Female,30,293
184,184,134,Female,35,272
139,139,130,Male,29,85
165,165,134,Female,31,154
45,45,157,Male,48,285
180,180,116,Male,20,18
139,139,133,Male,29,84
148,148,115,Male,30,87
190,190,131,Female,45,93
151,117,141,Female,37,244
178,178,118,Male,53,228
176,176,155,Male,26,105
194,194,140,Female,19,57
56,56,136,Female,37,212
46,46,100,Female,27,156
120,120,138,Male,47,155
199,199,128,Male,24,174
37,37,151,Male,47,24
135,135,143,Male,17,320
37,23,129,Male,47,26
186,186,131,Male,28,28
151,151,121,Female,37,238
42,42,128,Male,54,320
87,93,130,Female,35,212
0,0,78,Female,8,76
16,16,142,Male,38,214
66,66,130,Female,51,225
6,2,148,Female,48,184
112,112,104,Female,38,267
32,32,108,Female,41,271
179,179,136,Female,37,248
175,175,169,Male,60,313
21,21,146,Female,16,212
75,75,116,Female,36,275
142,142,129,Female,40,6
31,31,121,Male,33,205
20,20,131,Female,37,103
152,152,164,Female,34,242
101,101,134,Male,20,123
146,56,146,Female,29,77
104,104,119,Female,28,149
26,8,104,Female,29,87
29,29,124,Male,30,161
29,6,122,Male,30,158
65,65,127,Male,40,203
52,3,89,Male,28,142
179,179,170,Female,37,256
171,171,124,Female,37,36
192,192,135,Female,24,116
88,88,97,Male,44,132
36,36,119,Male,35,13
169,169,116,Female,32,70
106,106,109,Male,21,202
28,28,118,Female,17,90
9,3,129,Female,45,93
84,54,85,Male,33,111
98,98,119,Male,29,65
120,120,131,Male,47,159
36,36,96,Female,35,8
95,95,131,Male,39,211
158,158,108,Female,33,46
188,188,118,Female,37,106
186,73,134,Male,28,24
28,39,120,Female,17,93
0,0,88,Male,9,152
176,176,135,Male,26,103
200,200,141,Female,28,236
161,161,128,Female,39,84
109,38,135,Female,26,127
40,40,114,Female,28,184
111,111,124,Female,28,280
137,137,129,Male,63,106
152,152,128,Female,34,237
55,1,127,Male,31,233
184,184,136,Male,35,280
141,141,108,Female,30,204
92,92,133,Female,32,74
42,42,151,Female,54,321
137,137,151,Male,63,109
172,172,112,Male,30,260
25,83,87,Female,36,232
89,45,109,Male,19,162
178,178,103,Female,53,223
85,50,90,Male,20,37
74,74,118,Male,38,264
72,72,110,Male,26,286
200,200,144,Male,28,238
105,7,120,Male,39,331
155,155,121,Female,42,105
87,87,132,Female,35,217
11,11,101,Female,24,188
64,64,149,Female,28,3
190,190,113,Female,45,98
91,91,159,Female,28,266
95,95,150,Male,39,207
95,95,160,Male,39,213
190,190,95,Female,45,101
130,130,151,Female,32,204
92,92,120,Male,32,75
93,93,129,Male,59,140
56,56,115,Female,37,201
177,177,92,Male,46,24
172,172,110,Male,30,259
36,36,122,Female,35,14
96,96,149,Female,39,147
54,54,94,Female,22,265
140,140,129,Female,31,215
28,28,124,Female,17,87
145,145,139,Male,26,24
5,5,136,Male,27,77
149,22,86,Female,28,271
169,169,121,Female,32,71
50,50,99,Male,22,37
106,106,114,Female,21,202
86,86,145,Male,21,194
114,114,90,Male,51,305
129,129,167,Female,22,269
166,166,113,Female,21,241
34,34,146,Male,22,197
188,188,121,Female,37,114
33,33,111,Female,36,181
38,38,126,Male,29,39
83,83,127,Female,33,3
138,138,115,Female,27,4
67,67,93,Male,26,82
96,96,161,Female,39,147
111,111,127,Female,28,281
194,194,116,Female,19,58
54,54,103,Male,22,256
7,7,125,Male,41,241
74,74,151,Male,38,262
152,121,111,Male,34,242
48,12,114,Female,21,245
30,20,97,Female,35,287
79,79,144,Male,38,289
36,36,111,Female,35,9
57,57,99,Male,35,177
47,47,114,Male,35,34
5,9,120,Male,27,75
93,93,108,Male,59,147
101,101,126,Female,20,121
6,6,130,Male,48,185
82,82,161,Male,43,243
191,191,113,Male,29,258
19,19,108,Female,45,251
64,64,126,Female,28,8
152,152,97,Female,34,241
32,32,102,Female,41,265
97,14,79,Male,34,315
46,70,102,Female,27,159
178,178,119,Female,53,224
48,48,138,Female,21,247
53,16,116,Female,46,101
71,71,148,Female,24,285
100,100,125,Male,27,53
28,21,114,Female,17,93
151,151,158,Female,37,238
140,140,103,Male,31,218
129,129,170,Male,22,268
156,156,82,Female,37,319
113,113,113,Female,33,156
73,73,135,Male,39,203
164,164,118,Female,32,53
108,108,141,Male,30,293
116,116,114,Male,25,143
190,190,127,Male,45,99
43,26,129,Female,33,211
139,139,123,Male,29,79
140,140,132,Female,31,217
148,148,123,Female,30,88
51,51,98,Female,40,270
27,22,162,Male,53,301
182,182,142,Female,30,69
104,104,139,Female,28,153
46,46,113,Male,27,153
170,170,150,Male,31,140
167,167,96,Female,37,220
139,139,153,Male,29,84
152,152,125,Female,34,237
139,139,133,Male,29,81
34,34,126,Female,22,196
59,59,136,Male,39,289
22,22,79,Female,33,114
122,122,109,Female,31,29
2,1,121,Male,20,122
61,61,105,Male,31,263
128,128,106,Male,46,125
4,4,140,Male,31,127
45,26,125,Male,48,288
67,67,108,Male,26,82
132,132,120,Male,30,331
133,133,133,Female,52,215
42,42,134,Female,54,326
113,113,115,Male,33,148
184,184,119,Female,35,269
134,134,121,Female,30,146
134,134,110,Female,30,149
65,65,131,Male,40,207
188,188,117,Female,37,113
189,189,108,Female,26,154
41,41,126,Female,30,165
41,41,120,Male,30,166
28,28,114,Female,17,86
36,36,104,Female,35,13
195,150,110,Male,38,256
199,199,144,Male,24,181
200,200,123,Male,28,235
111,173,139,Female,28,274
177,177,121,Male,46,22
20,20,120,Female,37,115
35,47,126,Male,42,78
97,97,132,Female,34,312
192,192,157,Male,24,120
162,162,116,Male,32,143
156,156,126,Female,37,313
156,156,119,Female,37,319
33,33,149,Male,36,190
112,112,118,Female,38,258
172,172,157,Male,30,258
23,31,133,Female,31,298
127,127,114,Male,43,79
76,76,108,Female,35,30
39,39,138,Female,20,167
127,127,143,Male,43,92
41,41,129,Male,30,164
139,101,167,Male,29,81
118,118,139,Female,34,236
141,141,112,Female,30,204
35,35,99,Male,42,75
54,54,105,Female,22,261
61,61,118,Male,31,269
52,52,115,Female,28,135
26,26,89,Female,29,87
15,15,129,Male,56,48
188,188,87,Female,37,113
129,129,171,Male,22,270
7,7,120,Male,41,249
144,144,155,Female,31,147
98,98,132,Male,29,70
169,169,75,Female,32,66
191,191,93,Male,29,254
101,101,121,Male,20,126
158,158,161,Female,33,42
88,88,140,Male,44,132
149,149,79,Male,28,273
29,27,135,Male,30,159
150,150,124,Female,23,238
194,194,123,Male,19,53
36,37,101,Female,35,16
190,190,147,Female,45,95
45,45,141,Male,48,282
168,61,161,Female,22,192
86,86,165,Female,21,194
150,150,102,Female,23,239
55,55,145,Female,31,228
179,179,140,Male,37,252
194,194,115,Female,19,59
143,143,109,Male,26,308
33,66,131,Female,36,185
31,31,115,Male,33,201
75,75,127,Female,36,270
4,4,149,Male,31,125
81,81,133,Male,27,278
178,178,92,Male,53,218
98,98,140,Female,29,62
37,37,135,Female,47,30
120,120,146,Male,47,160
35,35,134,Female,42,75
65,65,133,Female,40,201
157,157,171,Male,32,86
123,123,121,Male,20,296
134,134,139,Female,30,143
150,150,106,Female,23,237
156,156,107,Female,37,319
102,102,118,Female,23,241
129,129,141,Male,22,276
68,68,117,Female,46,302
51,51,132,Male,40,264
140,140,132,Female,31,218
17,17,113,Female,23,93
176,176,99,Male,26,103
18,18,120,Male,21,233
103,103,132,Female,31,59
113,113,95,Female,33,154
9,9,145,Male,45,100
100,72,125,Male,27,52
25,25,105,Female,35,229
60,60,140,Female,32,226
41,41,166,Male,30,160
144,144,116,Female,31,146
26,26,111,Female,29,84
57,57,107,Female,35,187
17,17,142,Female,23,94
37,37,137,Female,47,26
104,104,134,Female,28,149
189,189,125,Male,26,154
0,0,69,Male,20,324
137,137,141,Female,63,109
129,129,135,Male,22,275
181,181,145,Male,34,203
94,94,106,Female,39,168
47,47,175,Male,36,21
66,66,122,Male,51,225
24,24,109,Female,37,99
137,137,157,Female,63,105
68,68,144,Female,46,304
179,179,129,Male,37,251
131,131,105,Female,24,281
200,200,125,Male,28,239
142,142,134,Female,40,6
192,192,127,Male,24,121
198,198,109,Male,10,301
44,44,150,Male,30,240
49,49,130,Female,28,118
160,160,121,Female,29,304
93,93,107,Male,59,149
72,72,110,Female,26,285
144,144,113,Female,31,147
0,0,108,Female,58,198
165,165,125,Female,31,152
183,183,112,Male,25,187
179,179,117,Male,37,253
10,10,153,Male,26,126
22,22,99,Female,33,112
70,70,129,Male,34,209
160,23,130,Male,29,309
144,144,149,Male,31,151
82,82,137,Male,43,249
0,0,153,Female,51,200
0,0,113,Female,57,114
155,155,111,Male,42,103
48,48,108,Female,21,247
175,175,121,Female,60,316
182,182,128,Male,30,63
10,10,133,Male,26,120
