I,F,G,A,H,T
0,0,Male,61,189,255
179,0,Male,38,189,255
145,0,Male,26,189,122
105,105,Female,32,158,15
112,0,Male,51,189,263
120,0,Male,69,171,123
130,130,Male,50,180,335
145,0,Male,41,191,124
123,0,Female,22,144,296
113,0,Female,36,165,148
140,0,Female,29,173,215
127,0,Male,29,177,85
174,0,Female,23,175,305
130,0,Male,50,179,327
151,151,Female,45,178,307
154,0,Male,54,183,308
170,0,Female,29,175,291
169,0,Female,43,180,66
126,53,Female,31,169,153
134,0,Female,24,167,171
131,0,Male,10,150,283
146,0,Female,29,173,100
0,0,Female,31,161,22
180,180,Female,31,161,22
164,0,Female,38,180,128
107,0,Female,42,173,72
146,0,Female,24,167,101
150,0,Female,25,171,323
179,0,Male,40,181,105
112,0,Male,51,175,262
124,0,Female,19,152,182
115,0,Male,37,184,179
134,0,Female,30,171,173
111,0,Female,28,172,137
168,0,Female,24,170,198
0,0,Male,39,193,204
181,181,Male,36,193,204
158,0,Female,43,190,320
156,0,Female,36,159,320
0,0,Male,41,180,70
182,182,Male,39,180,70
138,0,Female,41,162,0
0,0,Female,23,180,184
183,183,Female,23,180,184
134,0,Male,29,168,145
108,0,Male,29,189,29
118,0,Male,36,175,145
119,119,Female,26,160,288
116,116,Female,25,160,137
120,120,Male,43,180,46
127,127,Female,28,177,87
139,0,Male,41,192,83
154,0,Male,37,192,273
131,0,Female,31,163,313
159,0,Female,26,176,122
0,0,Male,38,189,275
184,184,Male,39,189,275
169,169,Female,37,169,219
161,0,Male,42,180,297
0,0,Female,36,181,56
185,185,Female,37,181,56
176,0,Male,28,181,168
113,0,Female,27,162,36
114,0,Male,61,182,303
184,0,Male,36,189,217
0,0,Female,49,173,24
186,186,Female,37,173,24
151,0,Female,45,162,139
162,0,Male,48,179,146
145,0,Male,51,185,122
139,0,Male,39,188,116
142,0,Female,42,176,324
135,0,Female,34,178,48
111,0,Male,27,159,220
183,0,Female,25,155,127
110,0,Male,32,175,42
143,0,Female,33,165,261
160,0,Female,25,173,178
114,0,Male,42,168,154
112,0,Female,59,178,51
177,0,Male,43,166,264
151,0,Female,34,187,307
124,0,Female,28,161,116
175,175,Male,49,173,211
153,0,Female,27,169,76
169,0,Male,58,157,216
129,0,Male,38,199,276
121,121,Male,40,193,247
180,0,Female,19,165,275
132,0,Male,41,169,334
111,111,Female,36,175,282
104,0,Female,28,172,155
150,0,Female,27,160,239
186,0,Female,38,180,63
125,173,Male,35,187,149
109,0,Female,28,155,31
184,179,Female,0,177,17
161,0,Female,30,180,80
136,0,Female,41,168,141
142,0,Female,18,162,324
153,0,Male,34,167,78
183,0,Female,21,170,127
128,0,Female,0,189,126
143,0,Female,29,170,64
162,0,Female,27,190,149
172,0,Male,35,189,43
148,148,Male,33,177,86
0,0,Male,35,173,214
187,187,Male,35,173,214
142,0,Female,29,171,5
127,0,Female,37,172,87
134,0,Female,24,163,24
146,146,Female,21,175,78
120,0,Male,64,177,158
113,0,Female,39,168,38
123,0,Male,19,154,96
108,0,Female,21,187,294
148,148,Male,35,180,203
125,0,Female,40,204,223
144,0,Male,57,165,169
169,0,Female,43,171,219
184,0,Male,32,182,275
128,0,Female,29,179,124
176,0,Male,29,182,331
0,0,Female,48,155,114
188,188,Female,48,155,114
120,120,Male,49,175,124
0,0,Male,45,174,155
189,189,Male,45,174,155
159,159,Female,29,163,121
117,0,Male,30,172,107
189,0,Male,51,163,79
0,0,Female,38,165,97
190,190,Female,38,165,97
164,0,Female,27,167,128
175,175,Male,62,183,315
146,0,Female,27,168,101
158,0,Male,35,180,321
0,0,Female,33,175,255
191,191,Female,33,175,255
158,0,Male,32,186,319
104,0,Female,32,176,146
0,0,Male,32,188,120
192,192,Male,32,188,120
112,0,Female,42,173,262
106,106,Female,25,153,201
163,0,Male,26,186,279
172,11,Male,29,180,253
109,0,Female,34,163,72
136,0,Female,47,162,141
134,0,Female,30,174,24
157,0,Male,37,188,265
159,159,Female,29,177,31
158,0,Male,41,187,45
140,140,Female,28,172,123
139,0,Female,21,189,83
102,0,Female,27,173,282
147,0,Female,58,153,57
185,0,Female,37,172,53
132,0,Male,46,173,334
191,0,Female,37,184,19
145,0,Male,30,201,108
182,0,Male,38,176,251
105,0,Female,39,168,202
153,0,Female,32,157,30
128,0,Male,51,188,124
164,0,Female,22,171,328
0,0,Female,41,163,31
193,193,Male,42,163,31
0,0,Female,23,162,58
194,194,Female,23,162,58
162,0,Male,41,189,48
133,0,Female,59,181,163
144,0,Male,24,183,92
134,0,Female,27,179,143
122,0,Male,39,173,26
141,0,Female,34,173,203
177,177,Male,35,172,247
0,0,Male,44,179,257
195,195,Male,44,179,257
190,0,Female,39,181,45
0,0,Male,40,174,289
196,196,Male,40,174,289
157,0,Male,51,184,109
145,0,Male,32,199,126
105,0,Female,38,165,335
173,0,Female,33,176,71
173,0,Male,33,179,70
153,0,Female,20,167,76
183,0,Female,42,171,240
196,0,Female,27,173,291
193,0,Female,22,171,30
150,0,Female,23,160,326
119,0,Female,27,157,291
141,0,Female,36,175,10
174,0,Male,34,169,189
127,0,Female,26,162,282
110,0,Male,39,179,307
172,0,Male,37,191,41
126,126,Female,31,161,174
181,0,Male,52,184,300
0,0,Female,38,174,50
197,197,Female,38,174,50
145,0,Male,33,186,25
158,0,Male,33,179,42
112,0,Male,43,171,123
160,0,Male,28,163,305
111,0,Female,28,172,218
187,0,Male,32,185,215
103,0,Male,20,184,306
162,0,Male,58,180,148
109,109,Female,24,162,124
152,0,Female,27,179,295
197,0,Female,38,168,102
154,154,Male,39,186,6
181,0,Female,53,189,200
173,0,Male,35,182,87
156,0,Female,30,169,322
118,0,Male,53,173,101
110,0,Male,33,188,307
154,0,Male,46,170,308
168,0,Female,36,173,69
188,0,Female,27,157,181
170,0,Male,37,166,293
129,0,Male,25,196,36
118,0,Male,50,178,147
131,0,Female,47,146,271
140,0,Female,18,189,214
174,0,Female,29,168,305
114,0,Female,46,168,300
163,0,Female,44,191,116
112,0,Male,41,173,263
179,0,Male,53,191,255
111,111,Female,31,172,220
171,0,Female,31,161,45
179,0,Female,64,181,254
173,0,Male,29,187,146
163,0,Female,28,170,268
173,173,Male,44,187,146
190,0,Male,35,170,15
183,0,Female,27,160,183
110,0,Male,62,178,307
197,0,Female,53,158,100
159,159,Female,33,176,121
180,180,Female,31,165,275
186,0,Male,37,190,22
0,0,Female,12,147,299
198,198,Female,12,147,299
142,142,Female,30,170,5
162,0,Male,43,194,146
170,0,Female,28,168,137
178,0,Female,38,157,221
188,188,Female,24,156,114
119,119,Female,31,172,217
177,177,Male,42,175,264
143,0,Female,42,177,307
109,109,Female,35,175,70
187,0,Male,47,180,214
125,125,Male,25,191,28
142,142,Female,29,181,5
195,0,Female,42,184,72
185,0,Female,18,171,51
128,0,Male,58,182,127
158,0,Male,43,182,49
188,188,Female,37,160,115
161,0,Female,32,171,85
151,151,Female,36,174,307
148,148,Male,32,185,89
104,0,Female,31,158,332
126,0,Female,29,157,176
179,0,Male,65,174,132
197,0,Female,35,161,151
183,0,Female,19,162,184
150,0,Female,30,169,272
184,0,Male,37,175,219
192,0,Male,30,193,118
143,0,Female,28,164,262
120,0,Male,46,181,44
192,0,Male,16,186,123
146,0,Male,18,170,18
190,0,Female,22,162,15
127,127,Female,38,172,84
110,0,Male,36,171,38
0,0,Female,43,172,179
199,199,Male,41,172,179
125,125,Male,29,190,151
159,159,Female,27,175,248
102,0,Male,30,164,245
187,0,Male,47,186,254
183,183,Female,22,176,240
133,0,Female,53,179,164
194,0,Female,38,185,126
196,0,Female,15,164,290
108,0,Male,39,191,309
160,0,Male,35,161,175
115,0,Male,41,168,128
181,0,Female,51,178,324
165,0,Female,19,173,98
185,0,Female,28,170,53
159,159,Female,32,173,249
191,0,Female,24,172,19
168,168,Female,27,172,249
161,0,Female,26,173,79
160,0,Male,29,167,307
134,0,Female,28,175,172
114,0,Male,55,169,278
124,0,Male,58,148,115
151,0,Female,46,183,307
167,0,Female,39,155,150
148,148,Male,44,182,86
154,0,Male,50,187,273
119,0,Female,23,167,46
193,0,Female,35,164,296
186,0,Female,43,175,23
158,0,Male,41,182,324
176,176,Male,26,178,106
116,0,Female,30,166,140
144,0,Female,47,185,171
120,120,Male,50,186,46
128,0,Male,42,186,157
162,0,Male,47,190,146
145,0,Male,24,197,26
164,0,Female,24,173,55
179,0,Male,67,189,133
138,0,Female,29,173,77
152,0,Male,41,180,295
133,0,Male,64,173,173
162,0,Male,51,183,77
143,0,Female,22,162,307
118,0,Male,37,188,147
132,0,Female,37,168,175
142,142,Female,36,178,80
143,0,Female,22,166,63
185,46,Female,27,173,55
124,0,Female,31,160,114
113,0,Female,40,156,152
179,0,Female,63,195,104
115,0,Male,44,185,154
191,0,Female,44,171,254
125,125,Male,28,192,222
157,0,Male,56,194,88
156,0,Female,43,175,322
123,123,Female,25,140,296
143,0,Male,26,170,307
104,0,Female,30,173,154
123,0,Female,36,151,292
163,0,Female,31,178,279
158,0,Male,31,184,48
102,168,Female,29,176,283
189,0,Male,31,179,272
166,0,Female,25,160,41
138,0,Female,21,151,308
143,0,Male,56,180,308
132,0,Male,36,181,333
119,0,Female,38,162,290
177,177,Male,38,168,23
129,0,Male,32,189,36
161,0,Female,36,176,295
141,0,Female,35,168,204
109,109,Female,28,148,69
122,0,Female,59,181,84
178,0,Female,45,162,223
111,111,Female,29,175,140
137,0,Male,55,184,63
140,140,Female,30,172,104
123,0,Female,24,151,297
127,127,Female,35,167,284
152,152,Female,17,183,295
0,0,Male,32,182,238
200,200,Male,32,182,238
159,159,Female,26,159,250
188,188,Female,35,157,181
144,144,Male,53,180,93
118,118,Male,39,177,147
178,178,Female,39,164,297
155,0,Female,30,166,181
112,0,Male,52,183,261
142,142,Female,34,181,79
170,0,Male,37,175,137
118,0,Male,30,194,232
147,0,Female,43,157,57
120,0,Female,40,192,45
129,129,Male,34,194,36
163,0,Female,27,176,116
139,11,Male,34,197,121
198,0,Male,33,143,297
123,123,Female,27,166,296
154,0,Male,46,173,308
154,0,Male,38,170,273
154,0,Male,68,179,279
118,0,Female,13,176,146
124,0,Male,54,156,178
144,144,Male,55,188,144
141,0,Male,39,172,189
163,0,Female,49,171,117
155,0,Female,30,184,105
145,0,Male,48,199,124
200,0,Female,50,187,93
132,125,Female,37,176,172
151,0,Male,30,169,138
103,0,Male,38,173,55
143,0,Female,27,180,260
112,0,Male,35,173,262
132,0,Female,38,179,335
144,0,Male,58,179,92
179,0,Male,58,182,255
119,0,Female,29,165,43
122,0,Male,35,183,25
179,0,Male,54,178,107
179,0,Male,59,180,133
180,0,Female,21,155,274
120,120,Male,48,178,159
112,0,Male,46,175,261
153,0,Female,13,183,83
188,188,Female,39,157,5
136,0,Male,48,164,287
161,0,Male,35,168,296
186,0,Male,56,179,65
127,0,Female,38,171,205
119,0,Female,45,158,45
165,0,Female,28,171,114
107,0,Female,51,170,330
194,0,Female,46,174,60
162,162,Male,26,182,78
195,0,Male,57,173,259
199,0,Female,28,174,171
159,0,Female,30,155,249
144,0,Male,58,184,166
186,0,Male,31,186,273
150,150,Female,28,168,236
127,0,Female,30,170,285
194,0,Female,35,176,281
149,0,Female,33,159,257
156,0,Female,29,160,248
184,184,Male,39,172,274
158,0,Male,43,180,320
119,119,Female,29,157,291
159,159,Female,28,170,251
129,0,Male,37,197,276
174,0,Female,27,174,305
175,175,Male,57,179,314
183,0,Male,31,165,185
198,198,Female,17,140,183
158,0,Male,38,183,45
170,0,Female,40,176,290
140,140,Female,42,177,214
118,0,Male,28,191,144
117,0,Male,45,179,54
140,0,Male,33,161,215
110,0,Male,61,192,41
159,0,Female,28,165,249
169,169,Female,27,163,217
156,0,Female,44,159,245
134,0,Female,27,172,23
155,155,Female,28,179,107
149,0,Female,28,153,257
117,0,Male,43,172,52
169,169,Female,37,160,69
140,140,Female,38,167,125
122,0,Male,41,175,90
147,0,Female,31,162,145
195,0,Male,39,171,257
123,0,Female,27,153,94
138,0,Female,23,176,5
156,156,Female,29,161,322
180,0,Female,39,169,20
150,0,Female,24,172,239
142,142,Female,29,177,78
119,0,Female,38,166,43
126,0,Female,34,169,174
191,0,Female,37,178,314
186,0,Male,34,182,269
161,0,Female,23,177,79
139,0,Male,25,191,121
142,142,Female,30,172,324
156,156,Female,24,159,207
153,0,Female,31,158,83
183,183,Female,32,157,125
178,178,Female,38,168,223
192,0,Female,33,187,122
148,0,Male,34,186,86
126,0,Female,48,169,128
113,0,Female,40,164,239
120,0,Male,59,181,45
199,10,Male,28,187,178
184,184,Male,39,171,276
198,0,Female,46,146,182
139,125,Male,33,195,117
133,91,Male,38,184,171
177,177,Male,49,177,265
154,154,Male,37,160,308
125,125,Male,35,185,28
195,0,Male,36,176,258
177,177,Male,49,186,23
153,0,Female,23,170,30
198,198,Female,44,151,301
169,0,Female,49,166,136
182,125,Male,37,175,254
148,0,Male,29,184,86
169,0,Female,41,164,217
114,0,Male,53,179,278
102,0,Female,29,170,283
174,0,Female,21,179,302
191,0,Female,20,179,18
142,142,Female,32,178,5
185,0,Female,42,183,51
174,0,Female,25,168,302
111,0,Female,28,168,136
143,0,Female,25,173,63
190,0,Female,39,172,101
144,0,Male,44,184,148
129,129,Male,21,193,269
186,0,Male,36,185,269
172,0,Male,24,179,43
121,0,Male,24,191,247
112,0,Male,43,181,51
191,0,Female,29,165,312
140,140,Female,33,174,102
127,127,Female,31,171,205
178,178,Female,40,169,175
178,178,Female,40,163,222
190,190,Female,61,172,14
145,0,Female,44,197,123
182,0,Male,37,191,250
159,159,Female,29,161,33
113,113,Female,33,168,242
119,0,Female,21,151,218
131,131,Female,26,154,282
152,0,Female,22,168,295
195,0,Male,53,173,73
138,0,Female,18,167,2
181,0,Male,37,190,200
194,0,Female,28,183,125
107,0,Female,40,169,73
124,0,Female,22,151,88
146,146,Male,30,175,77
120,0,Male,56,183,124
188,188,Female,37,164,180
193,0,Female,34,168,297
183,183,Female,27,162,188
128,0,Female,50,186,155
123,0,Female,46,154,293
145,0,Male,30,195,29
160,0,Female,32,178,176
134,0,Female,16,175,174
138,0,Female,49,169,308
175,0,Female,38,174,211
116,0,Female,23,155,137
120,120,Male,48,175,160
161,0,Female,29,171,85
137,0,Male,57,177,112
182,182,Male,35,176,250
188,188,Female,24,156,180
101,0,Male,21,177,120
140,140,Female,36,177,215
170,0,Female,29,171,200
165,165,Female,19,171,150
181,0,Male,36,187,200
143,0,Female,22,173,62
152,0,Female,32,175,326
151,0,Female,37,179,139
132,0,Male,25,171,236
158,0,Male,48,185,50
116,0,Female,41,170,99
115,0,Female,56,174,127
142,0,Female,30,175,327
166,0,Female,30,164,38
128,0,Male,39,184,155
149,0,Female,31,146,276
191,0,Female,32,173,254
155,155,Female,29,187,107
195,0,Male,35,165,142
170,0,Female,35,176,139
114,0,Male,56,174,156
183,0,Female,19,156,184
129,0,Male,26,194,36
129,129,Male,25,195,35
162,162,Male,32,188,48
172,0,Male,30,172,255
149,149,Female,36,163,275
181,0,Male,45,197,323
159,0,Female,40,176,121
126,126,Female,35,160,149
126,126,Female,33,172,151
169,0,Female,39,170,218
147,0,Female,21,159,147
161,0,Female,30,171,294
150,150,Female,27,162,273
150,150,Female,24,175,325
161,0,Female,0,161,295
199,0,Male,41,167,169
196,0,Female,40,162,291
179,0,Male,63,192,133
139,139,Male,37,188,85
119,119,Female,33,155,43
121,0,Male,36,173,247
113,0,Female,43,161,240
135,0,Female,37,177,270
102,0,Female,30,170,243
118,0,Male,41,176,233
101,0,Male,30,174,122
123,123,Female,26,156,296
119,119,Female,30,158,289
199,0,Male,69,178,172
116,0,Male,33,166,101
118,0,Male,60,193,146
120,0,Male,54,179,123
168,0,Female,40,169,198
113,0,Female,36,167,148
119,119,Female,28,148,218
114,0,Male,69,174,278
191,0,Female,54,173,255
166,0,Female,27,149,234
104,0,Female,28,166,151
122,0,Male,43,163,29
153,0,Male,24,159,28
123,123,Female,29,161,95
113,0,Female,37,156,239
192,0,Male,32,189,118
103,0,Female,21,171,305
154,0,Male,34,190,7
179,179,Male,62,184,254
109,109,Female,30,154,70
157,0,Male,42,191,103
177,177,Male,48,176,245
151,0,Female,25,181,139
189,0,Male,38,175,77
109,0,Female,32,156,123
143,0,Male,25,161,263
138,0,Female,27,163,305
168,168,Female,29,179,198
125,0,Male,44,185,152
108,0,Male,35,183,308
158,0,Male,38,195,45
194,0,Female,21,168,60
101,0,Male,22,173,120
143,0,Male,22,159,261
173,173,Male,29,180,88
190,0,Female,50,175,46
194,0,Female,41,180,125
104,0,Female,28,165,146
184,184,Male,35,177,279
101,0,Male,28,173,125
174,0,Female,30,185,302
127,0,Female,31,162,284
172,0,Male,32,180,41
129,0,Male,22,203,34
109,0,Female,39,170,72
157,0,Male,56,180,90
144,144,Male,49,192,170
153,0,Female,23,163,76
165,0,Female,28,165,114
186,0,Male,30,175,65
126,0,Female,42,160,175
162,162,Male,44,180,49
116,0,Female,24,158,99
176,0,Male,37,177,168
170,0,Female,34,172,291
109,109,Female,27,169,124
178,178,Female,34,164,299
135,0,Female,31,186,318
190,0,Female,48,174,13
146,0,Male,30,173,101
161,0,Female,31,187,82
114,0,Male,52,172,154
158,0,Male,27,176,321
124,0,Female,30,145,115
122,0,Male,32,166,244
176,0,Male,33,189,331
143,0,Female,24,171,62
195,0,Male,34,174,139
154,0,Male,42,174,6
141,0,Female,30,168,189
186,186,Male,29,177,63
199,0,Female,43,182,173
135,0,Female,29,176,266
142,0,Female,32,172,325
101,0,Male,40,167,71
110,0,Female,33,184,10
151,151,Female,45,164,142
109,109,Female,29,162,33
190,0,Female,41,174,14
143,0,Female,25,175,307
143,0,Female,22,179,306
123,0,Female,23,160,94
108,0,Male,49,180,311
163,0,Female,33,162,280
156,156,Female,24,163,207
178,0,Female,32,161,173
152,0,Male,26,182,296
114,0,Male,50,188,155
173,0,Male,34,166,89
120,0,Male,53,181,122
177,177,Male,44,165,23
103,103,Male,41,187,145
183,0,Female,36,170,185
175,0,Male,57,185,52
176,176,Male,36,179,331
101,0,Male,32,160,120
122,0,Male,44,180,86
118,0,Female,26,184,146
199,0,Male,46,175,173
119,0,Female,42,164,291
157,0,Male,38,176,88
193,0,Female,25,155,32
160,0,Male,34,178,26
177,177,Male,49,169,245
178,178,Female,38,156,297
123,0,Female,31,159,292
118,0,Male,26,183,98
124,0,Female,31,154,176
112,0,Male,38,177,264
186,0,Male,48,185,64
109,0,Female,33,166,32
194,0,Female,26,174,124
148,0,Male,36,179,310
155,155,Female,36,177,108
174,0,Female,27,182,156
119,0,Female,35,170,288
127,127,Female,30,165,207
161,0,Female,30,180,295
150,0,Female,28,170,323
189,0,Male,29,167,274
168,168,Female,26,177,69
184,0,Male,33,184,19
101,0,Male,39,181,128
180,0,Male,34,169,274
165,0,Female,25,165,116
145,0,Male,41,197,25
125,125,Male,41,192,149
173,0,Male,58,182,88
116,0,Female,26,163,100
187,187,Male,19,181,254
153,153,Female,30,165,88
114,0,Female,66,169,155
122,0,Male,30,178,26
142,142,Female,41,177,81
187,187,Male,27,181,213
169,169,Female,40,157,221
185,185,Female,27,174,53
158,0,Male,33,187,320
157,0,Male,34,194,266
159,159,Female,28,177,32
172,172,Male,30,181,255
104,104,Female,37,178,146
166,0,Female,32,156,39
126,126,Female,31,153,151
108,0,Male,66,189,295
104,104,Female,32,170,331
176,176,Male,30,182,106
123,0,Female,23,154,299
169,169,Female,31,166,137
126,0,Female,28,156,175
136,0,Female,27,172,141
106,0,Female,25,149,53
192,0,Male,31,197,122
126,0,Female,35,156,151
192,0,Female,34,189,229
108,0,Male,35,184,295
185,185,Female,23,169,53
131,0,Male,19,154,312
136,136,Female,36,168,141
194,0,Female,26,190,279
179,0,Male,68,174,133
109,109,Female,27,162,72
114,0,Male,57,166,299
126,126,Female,29,156,174
178,178,Female,37,159,173
111,111,Female,32,166,139
166,166,Female,20,157,43
124,0,Female,36,161,88
128,0,Male,49,177,156
200,0,Male,38,179,122
123,0,Female,26,160,297
174,0,Female,27,185,186
156,156,Female,30,159,208
181,0,Male,49,181,301
117,117,Male,29,182,52
155,155,Female,32,180,108
167,167,Female,35,155,222
148,148,Male,31,183,310
154,0,Male,48,184,274
151,0,Female,29,183,307
156,156,Female,30,165,207
149,0,Female,23,149,257
167,167,Female,46,149,151
119,0,Female,32,162,44
137,0,Male,69,181,114
158,0,Male,45,180,45
195,0,Male,48,176,73
166,0,Female,29,153,6
150,0,Female,40,177,236
157,157,Male,46,176,107
138,0,Female,21,171,0
162,162,Male,42,182,149
124,0,Male,37,137,177
159,159,Female,30,165,121
136,0,Female,61,162,250
169,0,Female,31,164,140
162,162,Male,41,188,146
149,0,Female,30,162,258
188,188,Female,44,165,5
195,0,Male,42,168,140
180,0,Female,26,169,293
200,0,Male,35,182,92
138,0,Female,30,164,78
191,0,Female,38,163,313
166,0,Female,26,160,41
122,0,Male,31,186,244
176,0,Male,41,175,168
192,0,Male,57,188,117
140,140,Female,33,186,124
181,0,Male,59,181,300
172,0,Male,39,185,135
200,0,Female,34,181,120
199,0,Male,46,179,168
143,0,Female,33,172,307
113,0,Female,31,157,37
182,0,Male,31,171,70
185,0,Female,25,163,52
165,0,Male,44,172,97
192,0,Female,43,194,117
129,0,Male,40,196,276
125,125,Male,35,186,221
112,0,Male,46,181,122
190,190,Female,51,181,45
147,0,Male,37,155,60
142,0,Female,28,174,78
123,0,Female,25,151,298
125,125,Male,37,186,221
127,0,Female,21,176,85
136,0,Male,37,158,143
182,0,Male,29,172,71
107,0,Male,23,171,288
167,0,Female,58,165,221
193,0,Male,56,165,300
156,0,Female,31,161,247
160,0,Male,26,168,175
148,148,Male,32,183,86
128,0,Male,50,184,129
178,178,Female,35,152,221
101,0,Male,20,179,71
116,0,Female,25,162,139
170,0,Female,35,177,137
137,0,Male,71,182,310
131,0,Male,27,162,271
164,0,Female,40,169,329
121,0,Male,30,185,313
118,0,Female,44,194,105
147,0,Female,25,158,147
122,0,Male,32,188,84
132,0,Female,46,189,237
128,0,Male,34,186,124
147,0,Female,35,154,145
119,0,Female,35,163,218
155,0,Female,25,186,107
173,173,Male,34,192,70
142,142,Female,28,167,5
121,121,Male,25,189,245
114,0,Male,60,171,156
117,117,Male,30,160,133
127,0,Female,27,167,284
110,0,Male,53,188,307
101,0,Male,28,168,119
105,0,Female,31,164,335
101,0,Female,20,182,71
105,105,Female,41,170,19
118,118,Female,30,194,235
143,0,Female,29,177,63
191,0,Female,40,182,259
166,166,Female,32,150,235
132,0,Male,33,182,239
138,0,Female,29,167,79
102,102,Female,29,180,243
136,0,Female,47,166,249
151,0,Female,62,171,235
151,0,Female,46,174,309
110,0,Male,37,171,8
169,0,Female,35,173,68
161,0,Female,32,169,286
143,0,Male,32,176,306
115,0,Female,30,178,181
187,0,Male,33,187,213
125,125,Male,36,189,31
169,0,Male,61,165,66
163,0,Female,32,170,267
174,0,Female,26,172,305
109,0,Female,39,162,70
157,0,Male,36,181,105
118,0,Male,36,183,98
164,164,Female,26,171,127
110,0,Male,60,190,8
189,0,Male,52,179,154
196,0,Female,38,170,228
151,0,Female,37,161,140
155,0,Female,27,176,107
142,142,Female,31,180,5
125,125,Male,41,206,30
116,0,Male,57,165,100
197,0,Female,29,164,153
167,0,Female,53,164,148
188,188,Female,31,153,114
113,0,Female,22,163,239
138,0,Female,27,159,306
110,0,Male,53,180,39
134,0,Female,31,179,22
159,0,Female,34,170,251
191,191,Female,32,169,317
131,0,Male,28,161,270
122,0,Male,28,190,25
190,190,Female,48,177,14
153,0,Female,29,165,29
116,0,Female,26,157,103
131,0,Female,24,157,314
119,0,Female,36,163,43
173,173,Female,38,180,71
147,147,Female,24,158,144
173,173,Male,31,173,88
120,120,Male,52,176,158
128,0,Male,47,179,126
159,159,Female,30,181,120
108,0,Male,47,179,308
150,0,Female,27,172,237
123,0,Female,29,154,95
196,0,Female,42,172,229
195,0,Male,52,170,258
184,0,Male,53,177,20
189,0,Male,38,171,272
126,0,Female,13,169,174
186,0,Female,36,184,64
134,0,Female,25,167,145
194,0,Female,22,173,282
190,0,Female,56,166,14
103,0,Male,57,169,306
158,0,Male,35,192,324
163,0,Female,27,178,267
163,0,Female,27,169,266
112,0,Male,42,167,261
192,0,Female,48,180,117
177,0,Male,57,161,247
190,0,Female,52,173,48
140,140,Female,32,190,125
172,0,Male,31,176,133
131,0,Female,33,163,268
163,0,Female,35,176,117
185,185,Female,26,171,55
175,175,Male,56,182,212
190,190,Female,43,165,97
160,0,Female,25,165,304
188,0,Female,48,152,180
142,0,Female,28,177,325
200,177,Male,42,188,91
182,182,Male,31,176,251
114,0,Male,49,182,299
148,0,Male,29,188,87
178,0,Female,44,158,298
124,0,Female,19,156,176
107,0,Female,36,169,292
136,136,Female,37,167,285
150,0,Female,25,165,326
171,0,Female,25,172,146
178,178,Female,36,151,299
129,0,Male,31,190,35
154,0,Male,37,175,310
156,156,Female,36,161,246
195,0,Male,48,165,142
146,0,Female,26,178,14
103,0,Male,41,183,305
150,0,Male,29,169,327
176,0,Male,25,181,105
115,0,Male,56,178,128
122,0,Male,37,183,86
121,0,Male,37,187,245
187,187,Male,27,193,213
146,0,Female,31,186,20
123,123,Female,21,151,296
132,0,Male,33,171,172
132,0,Female,29,171,174
194,0,Female,30,180,61
142,142,Female,46,177,8
160,0,Female,25,164,26
190,0,Female,45,181,14
148,148,Male,34,176,89
177,177,Male,48,176,265
121,0,Male,33,178,210
195,0,Female,55,160,73
168,0,Male,19,180,197
184,0,Male,46,178,217
135,0,Female,34,177,49
132,0,Female,22,183,172
132,0,Male,30,168,173
109,109,Female,27,169,123
159,0,Male,41,166,249
101,0,Female,9,172,126
168,0,Female,29,180,198
199,0,Male,45,186,169
116,0,Female,35,168,80
119,0,Female,35,163,218
111,111,Female,33,175,220
165,0,Female,19,175,151
125,0,Male,45,197,223
182,182,Male,36,164,71
132,132,Male,34,177,334
123,0,Female,27,160,296
136,0,Male,46,165,286
101,0,Male,30,170,71
126,0,Male,62,164,150
189,0,Male,37,170,154
187,187,Male,32,189,215
128,0,Male,58,183,126
130,130,Male,40,186,209
118,0,Male,42,181,149
105,0,Female,32,157,205
132,132,Male,30,178,174
156,156,Female,43,159,319
146,0,Female,24,170,77
196,0,Male,42,175,290
124,0,Female,30,164,177
116,0,Female,53,162,99
197,0,Female,32,160,153
172,0,Male,42,187,133
184,0,Male,37,183,217
103,103,Male,32,179,145
139,125,Male,29,186,119
119,0,Female,26,157,43
117,0,Female,49,168,53
146,0,Male,51,167,102
157,0,Male,50,189,88
182,182,Male,32,179,250
126,0,Male,48,164,151
156,156,Female,20,165,320
142,0,Female,34,173,324
153,153,Female,24,155,76
142,0,Female,34,161,80
117,0,Male,45,171,136
123,0,Female,27,169,96
166,0,Male,26,156,39
166,0,Female,38,151,41
157,0,Male,48,180,105
164,0,Female,29,160,56
146,0,Female,27,181,104
107,0,Female,39,173,288
161,161,Female,30,189,296
127,0,Female,29,154,285
116,116,Female,22,163,79
147,147,Female,32,155,58
119,0,Female,30,161,290
163,0,Female,28,162,280
138,0,Female,24,166,306
163,0,Female,46,173,269
108,0,Male,37,176,294
181,0,Male,60,187,201
169,0,Female,31,170,138
177,177,Male,49,177,266
196,0,Male,45,169,291
113,0,Female,51,160,150
197,0,Female,31,155,100
168,0,Female,32,166,247
182,0,Male,32,181,251
119,0,Female,41,159,289
163,0,Female,26,176,116
146,0,Female,15,158,101
151,0,Male,59,179,308
139,139,Male,43,191,115
168,168,Female,27,161,197
159,0,Female,46,195,35
178,178,Female,39,159,297
181,0,Male,61,188,326
176,0,Male,37,180,105
130,0,Male,40,180,335
118,0,Female,42,185,145
191,0,Female,44,175,313
115,0,Male,26,177,127
179,0,Male,58,185,106
193,193,Female,31,155,19
169,0,Female,27,174,216
